"MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","selected","shared name"
"Cluster 5","Clustered","7.0","MAP3K11","false","MAP3K11"
"Cluster 12","Clustered","4.0","RGL2","false","RGL2"
,"Unclustered","6.0","CNKSR1","false","CNKSR1"
,"Unclustered","3.0","RAB11FIP3","false","RAB11FIP3"
,"Unclustered","2.7","BATF","false","BATF"
,"Unclustered","0.25","RAB23","false","RAB23"
,"Unclustered","0.3333333333333333","CYTH2","false","CYTH2"
,"Unclustered","7.0","KIF12","false","KIF12"
"Cluster 19","Clustered","6.0","TMED9","false","TMED9"
"Cluster 19","Clustered","6.0","RAB1B","false","RAB1B"
"Cluster 19","Clustered","6.0","COPE","false","COPE"
,"Unclustered","1.6666666666666667","ASAP1","false","ASAP1"
,"Unclustered","1.0666666666666667","SCYL1","false","SCYL1"
,"Unclustered","2.0","HECTD3","false","HECTD3"
,"Unclustered","1.2","PCNX3","false","PCNX3"
,"Unclustered","0.0","DDAH2","false","DDAH2"
,"Unclustered","0.3333333333333333","ARFRP1","false","ARFRP1"
"Cluster 6","Clustered","9.340659340659341","SUGP1","false","SUGP1"
,"Unclustered","1.2","NUDT22","false","NUDT22"
"Cluster 22","Seed","2.4000000000000004","VPS51","false","VPS51"
,"Unclustered","0.4","SLC35C2","false","SLC35C2"
,"Unclustered","0.6666666666666666","FNDC11","false","FNDC11"
,"Unclustered","2.0","ARHGAP21","false","ARHGAP21"
,"Unclustered","1.6666666666666667","RHOD","false","RHOD"
,"Unclustered","0.3333333333333333","CCDC85B","false","CCDC85B"
,"Unclustered","1.0666666666666667","PRICKLE3","false","PRICKLE3"
,"Unclustered","0.0","ARHGEF10L","false","ARHGEF10L"
,"Unclustered","0.5","ARHGEF19","false","ARHGEF19"
,"Unclustered","2.0","TAX1BP3","false","TAX1BP3"
,"Unclustered","0.6666666666666666","RBBP8NL","false","RBBP8NL"
,"Unclustered","3.0","WRAP73","false","WRAP73"
,"Unclustered","3.0","TPRG1L","false","TPRG1L"
,"Unclustered","0.5","CBLC","false","CBLC"
,"Unclustered","4.0","ARHGEF18","false","ARHGEF18"
"Cluster 20","Clustered","2.857142857142857","PARD6A","false","PARD6A"
"Cluster 20","Clustered","3.0","ROCK2","false","ROCK2"
,"Unclustered","2.0606060606060606","SMURF1","false","SMURF1"
,"Unclustered","3.238095238095238","TGFBR1","false","TGFBR1"
,"Unclustered","2.0","ZMIZ2","false","ZMIZ2"
,"Unclustered","0.5","ARID3A","false","ARID3A"
"Cluster 17","Clustered","3.0","EHBP1","false","EHBP1"
,"Unclustered","9.340659340659341","WDR18","false","WDR18"
,"Unclustered","0.6666666666666666","ARL2BP","false","ARL2BP"
,"Unclustered","2.7","GPATCH3","false","GPATCH3"
,"Unclustered","5.0","SLC25A4","false","SLC25A4"
,"Unclustered","0.0","ARL4D","false","ARL4D"
,"Unclustered","0.6666666666666666","ARMC5","false","ARMC5"
,"Unclustered","2.0","ARMC6","false","ARMC6"
,"Unclustered","0.4","TMEM161A","false","TMEM161A"
"Cluster 2","Clustered","12.0","DDX49","false","DDX49"
,"Unclustered","2.0","BRAT1","false","BRAT1"
,"Unclustered","2.0","ARRDC1","false","ARRDC1"
"Cluster 20","Clustered","2.878787878787879","SMURF2","false","SMURF2"
,"Unclustered","0.6666666666666666","ARVCF","false","ARVCF"
,"Unclustered","2.0","GNB1L","false","GNB1L"
,"Unclustered","2.0","ASB13","false","ASB13"
"Cluster 12","Clustered","4.0","DNAJB2","false","DNAJB2"
,"Unclustered","2.0","ASMTL","false","ASMTL"
"Cluster 1","Clustered","14.0","GTPBP6","true","GTPBP6"
,"Unclustered","1.2","ASPH","false","ASPH"
,"Unclustered","0.9285714285714286","P4HA1","false","P4HA1"
,"Unclustered","3.0","PLOD2","false","PLOD2"
"Cluster 5","Clustered","6.533333333333333","MTA1","false","MTA1"
"Cluster 2","Clustered","11.3","SRRT","false","SRRT"
,"Unclustered","0.0","ASPRV1","false","ASPRV1"
,"Unclustered","0.6666666666666666","CYSRT1","false","CYSRT1"
,"Unclustered","0.0","ASTL","false","ASTL"
,"Unclustered","0.5","FAHD2B","false","FAHD2B"
,"Unclustered","0.4","SCAP","false","SCAP"
"Cluster 20","Clustered","3.0","PPP1CA","false","PPP1CA"
,"Unclustered","2.0","ERO1A","false","ERO1A"
,"Unclustered","3.0","CAMK1D","false","CAMK1D"
"Cluster 12","Clustered","4.254545454545455","STUB1","false","STUB1"
,"Unclustered","1.2","WASHC3","false","WASHC3"
"Cluster 4","Clustered","8.0","SESN2","false","SESN2"
,"Unclustered","6.0","ZNF622","false","ZNF622"
,"Unclustered","3.7333333333333334","ATG4D","false","ATG4D"
"Cluster 12","Clustered","4.0","MAP1S","false","MAP1S"
"Cluster 20","Clustered","2.7","SH3GLB1","false","SH3GLB1"
,"Unclustered","4.0","ATG2A","false","ATG2A"
"Cluster 20","Clustered","3.0","CIB1","false","CIB1"
,"Unclustered","2.0","RAB24","false","RAB24"
,"Unclustered","0.4","SH3GLB2","false","SH3GLB2"
"Cluster 5","Clustered","7.0","ATN1","false","ATN1"
"Cluster 5","Clustered","6.533333333333333","HDAC7","false","HDAC7"
"Cluster 5","Clustered","6.533333333333333","HDAC5","false","HDAC5"
"Cluster 5","Clustered","6.805555555555555","CBX4","false","CBX4"
"Cluster 12","Clustered","4.0","ATP13A2","false","ATP13A2"
"Cluster 5","Clustered","6.533333333333333","RING1","false","RING1"
"Cluster 4","Clustered","7.628571428571428","PQBP1","false","PQBP1"
"Cluster 5","Clustered","6.533333333333333","MBD3","false","MBD3"
"Cluster 5","Clustered","6.533333333333333","GATAD2A","false","GATAD2A"
"Cluster 6","Clustered","9.058823529411764","IK","false","IK"
,"Unclustered","6.611111111111111","ATOX1","false","ATOX1"
"Cluster 4","Clustered","7.714285714285714","POLR2L","false","POLR2L"
,"Unclustered","2.311111111111111","COA5","false","COA5"
"Cluster 1","Clustered","17.0","MRPL20","true","MRPL20"
"Cluster 2","Seed","12.458333333333334","PPP1R26","false","PPP1R26"
"Cluster 1","Clustered","17.0","MRPL21","true","MRPL21"
"Cluster 6","Clustered","9.0","SURF1","false","SURF1"
"Cluster 12","Clustered","4.0","BAG1","false","BAG1"
,"Unclustered","1.6666666666666667","CCS","false","CCS"
"Cluster 33","Clustered","1.0666666666666667","ATP11A","false","ATP11A"
"Cluster 33","Clustered","1.2","DPP9","false","DPP9"
"Cluster 33","Seed","1.2","TOLLIP","false","TOLLIP"
,"Unclustered","2.0","ATP11B","false","ATP11B"
,"Unclustered","1.6666666666666667","ATP11C","false","ATP11C"
"Cluster 23","Clustered","2.0","NPDC1","false","NPDC1"
,"Unclustered","2.0","XKR8","false","XKR8"
,"Unclustered","1.0666666666666667","ATP13A1","false","ATP13A1"
"Cluster 26","Clustered","3.888888888888889","DNAJC19","false","DNAJC19"
"Cluster 12","Clustered","4.0","RXRB","false","RXRB"
,"Unclustered","2.0","CARHSP1","false","CARHSP1"
,"Unclustered","3.1818181818181817","HTRA2","false","HTRA2"
,"Unclustered","2.7","TMEM175","false","TMEM175"
,"Unclustered","3.0","DGKQ","false","DGKQ"
,"Unclustered","0.4","CTSF","false","CTSF"
,"Unclustered","3.0","MCRIP2","false","MCRIP2"
,"Unclustered","5.0","CCDC124","false","CCDC124"
,"Unclustered","0.0","STK32C","false","STK32C"
"Cluster 1","Clustered","17.0","MRPL43","true","MRPL43"
"Cluster 19","Clustered","4.909090909090909","EDF1","false","EDF1"
,"Unclustered","2.5757575757575757","SMARCA4","false","SMARCA4"
,"Unclustered","2.4000000000000004","FAM174C","false","FAM174C"
,"Unclustered","10.717948717948717","ECSIT","false","ECSIT"
"Cluster 1","Clustered","14.0","NDUFA2","true","NDUFA2"
"Cluster 1","Clustered","14.0","TRIR","true","TRIR"
,"Unclustered","10.637362637362637","PWWP3A","false","PWWP3A"
"Cluster 1","Clustered","14.0","COX7C","true","COX7C"
"Cluster 1","Clustered","14.0","NDUFS6","true","NDUFS6"
,"Unclustered","6.0","EIF3G","false","EIF3G"
,"Unclustered","2.4000000000000004","IER3","false","IER3"
"Cluster 1","Clustered","17.0","MTIF3","true","MTIF3"
,"Unclustered","3.7333333333333334","EIF3K","false","EIF3K"
"Cluster 4","Clustered","8.0","ATP6V0E2","false","ATP6V0E2"
,"Unclustered","0.0","KLHL35","false","KLHL35"
"Cluster 4","Clustered","8.0","NPRL2","false","NPRL2"
,"Unclustered","1.2","CCDC115","false","CCDC115"
"Cluster 4","Clustered","8.0","KPTN","false","KPTN"
"Cluster 31","Clustered","1.4","KRBA1","false","KRBA1"
"Cluster 4","Clustered","8.0","NPRL3","false","NPRL3"
,"Unclustered","5.0","CINP","false","CINP"
,"Unclustered","4.0","FAAP20","false","FAAP20"
"Cluster 21","Clustered","3.4","KAT5","false","KAT5"
"Cluster 21","Clustered","3.238095238095238","NUDC","false","NUDC"
"Cluster 1","Clustered","17.0","GADD45GIP1","true","GADD45GIP1"
,"Unclustered","7.0","COX14","false","COX14"
"Cluster 1","Clustered","17.0","MRPL54","true","MRPL54"
"Cluster 10","Seed","4.0","SCAND1","false","SCAND1"
,"Unclustered","2.0","OAZ1","false","OAZ1"
,"Unclustered","1.2","HYAL2","false","HYAL2"
,"Unclustered","3.098039215686275","MRM1","false","MRM1"
"Cluster 1","Clustered","17.0","MRPL28","true","MRPL28"
"Cluster 1","Seed","17.0","MRPS26","true","MRPS26"
,"Unclustered","2.0","AURKC","false","AURKC"
,"Unclustered","2.7","USP19","false","USP19"
,"Unclustered","2.0","CNTD2","false","CNTD2"
"Cluster 18","Clustered","3.75","AXIN1","false","AXIN1"
,"Unclustered","1.5","PIN1","false","PIN1"
,"Unclustered","2.577777777777778","PSME1","false","PSME1"
,"Unclustered","2.0","TRIM11","false","TRIM11"
,"Unclustered","6.0","CTBP1","false","CTBP1"
"Cluster 21","Clustered","3.238095238095238","PIAS4","false","PIAS4"
"Cluster 6","Clustered","9.0","TNKS1BP1","false","TNKS1BP1"
"Cluster 19","Seed","6.066666666666666","FADD","false","FADD"
"Cluster 8","Clustered","5.0","MARK4","false","MARK4"
"Cluster 19","Clustered","5.0","PORCN","false","PORCN"
"Cluster 19","Clustered","5.0","WNT4","false","WNT4"
,"Unclustered","2.0","CTNNBIP1","false","CTNNBIP1"
,"Unclustered","5.0","FRAT1","false","FRAT1"
"Cluster 30","Clustered","2.0","AZU1","false","AZU1"
"Cluster 20","Clustered","3.0","LRPAP1","false","LRPAP1"
"Cluster 30","Clustered","2.0","PRTN3","false","PRTN3"
"Cluster 30","Seed","2.0","ELANE","false","ELANE"
,"Unclustered","0.5","B3GALT4","false","B3GALT4"
,"Unclustered","0.0","B4GALT5","false","B4GALT5"
"Cluster 2","Clustered","12.0","WDR46","false","WDR46"
,"Unclustered","2.0","SYNE4","false","SYNE4"
,"Unclustered","1.0666666666666667","SLC39A13","false","SLC39A13"
"Cluster 20","Clustered","3.0","UBE2J2","false","UBE2J2"
,"Unclustered","0.3333333333333333","WDR13","false","WDR13"
,"Unclustered","0.6666666666666666","SLC35B3","false","SLC35B3"
,"Unclustered","0.0","B4GALNT4","false","B4GALNT4"
,"Unclustered","2.1333333333333333","DDOST","false","DDOST"
"Cluster 10","Clustered","3.7333333333333334","SDF4","false","SDF4"
"Cluster 12","Clustered","4.0","ZFYVE19","false","ZFYVE19"
,"Unclustered","1.0476190476190477","B9D1","false","B9D1"
,"Unclustered","2.0","IFT43","false","IFT43"
,"Unclustered","0.8571428571428571","B9D2","false","B9D2"
,"Unclustered","3.0","KIF7","false","KIF7"
,"Unclustered","1.6666666666666667","BBS5","false","BBS5"
,"Unclustered","2.0","TMEM80","false","TMEM80"
,"Unclustered","3.142857142857143","CCDC97","false","CCDC97"
"Cluster 20","Clustered","2.884615384615384","FIS1","false","FIS1"
,"Unclustered","1.2727272727272727","UBXN6","false","UBXN6"
,"Unclustered","0.5","DNASE1","false","DNASE1"
,"Unclustered","1.7142857142857142","HAGH","false","HAGH"
"Cluster 16","Clustered","10.0","ELOF1","false","ELOF1"
,"Unclustered","3.0","BAP1","false","BAP1"
,"Unclustered","3.888888888888889","BAX","false","BAX"
,"Unclustered","4.0","BOK","false","BOK"
,"Unclustered","3.7333333333333334","BBC3","false","BBC3"
,"Unclustered","1.7142857142857142","GET3","false","GET3"
,"Unclustered","1.2","BAHD1","false","BAHD1"
,"Unclustered","0.4","PPP1R35","false","PPP1R35"
,"Unclustered","0.4","ZNF526","false","ZNF526"
,"Unclustered","5.0","RPUSD2","false","RPUSD2"
,"Unclustered","1.2","ZNF768","false","ZNF768"
"Cluster 20","Clustered","2.857142857142857","ZNF282","false","ZNF282"
,"Unclustered","1.7142857142857142","UBXN1","false","UBXN1"
"Cluster 19","Clustered","5.5","KEAP1","false","KEAP1"
"Cluster 27","Clustered","2.0","JOSD2","false","JOSD2"
,"Unclustered","3.0","DBP","false","DBP"
,"Unclustered","2.4000000000000004","MAFK","false","MAFK"
,"Unclustered","0.4","TNFRSF18","false","TNFRSF18"
,"Unclustered","6.0","NRL","false","NRL"
,"Unclustered","6.0","CEBPD","false","CEBPD"
"Cluster 19","Clustered","5.571428571428571","PYCARD","false","PYCARD"
"Cluster 12","Clustered","4.285714285714286","ENDOG","false","ENDOG"
,"Unclustered","1.4","DMPK","false","DMPK"
,"Unclustered","2.0","TP73","false","TP73"
"Cluster 12","Clustered","4.464285714285714","IRF3","false","IRF3"
"Cluster 5","Clustered","7.0","CAPN1","false","CAPN1"
,"Unclustered","0.0","PHLDA3","false","PHLDA3"
"Cluster 16","Clustered","10.0","PAF1","false","PAF1"
,"Unclustered","0.5","RFX1","false","RFX1"
,"Unclustered","0.5","BCAM","false","BCAM"
"Cluster 17","Clustered","3.0","NAT14","false","NAT14"
,"Unclustered","0.4","CD151","false","CD151"
,"Unclustered","0.8571428571428571","BCAR1","false","BCAR1"
"Cluster 32","Clustered","1.2","TRIP6","false","TRIP6"
,"Unclustered","1.4","SH2D3A","false","SH2D3A"
,"Unclustered","1.2","DOCK7","false","DOCK7"
,"Unclustered","1.6666666666666667","LIMS1","false","LIMS1"
,"Unclustered","4.464285714285714","THNSL2","false","THNSL2"
,"Unclustered","5.0","SDSL","false","SDSL"
,"Unclustered","5.0","WDTC1","false","WDTC1"
"Cluster 32","Clustered","1.2","SIVA1","false","SIVA1"
,"Unclustered","3.0","TYK2","false","TYK2"
"Cluster 19","Clustered","5.0","BCL7C","false","BCL7C"
"Cluster 19","Clustered","5.0","BICRAL","false","BICRAL"
"Cluster 2","Clustered","11.0","MED19","false","MED19"
"Cluster 19","Clustered","5.0","BICRA","false","BICRA"
"Cluster 19","Clustered","5.0","BRD9","false","BRD9"
,"Unclustered","5.0","TIMM13","false","TIMM13"
"Cluster 1","Clustered","14.0","MRM2","true","MRM2"
,"Unclustered","4.0","LDHD","false","LDHD"
,"Unclustered","3.0","CHCHD5","false","CHCHD5"
"Cluster 6","Clustered","9.0","LONP1","false","LONP1"
,"Unclustered","4.666666666666667","COA3","false","COA3"
"Cluster 12","Clustered","4.0","SLC39A7","false","SLC39A7"
,"Unclustered","2.1999999999999997","SDHAF1","false","SDHAF1"
"Cluster 26","Clustered","3.4545454545454546","TIMM9","false","TIMM9"
,"Unclustered","2.0","UQCC3","false","UQCC3"
,"Unclustered","0.5","PIGZ","false","PIGZ"
,"Unclustered","3.75","USE1","false","USE1"
"Cluster 19","Clustered","5.0","CPLX1","false","CPLX1"
"Cluster 19","Clustered","5.0","STX4","false","STX4"
,"Unclustered","3.0","NAIF1","false","NAIF1"
,"Unclustered","1.0666666666666667","HCFC1R1","false","HCFC1R1"
,"Unclustered","0.6666666666666666","FAM160A2","false","FAM160A2"
,"Unclustered","0.4","CCDC78","false","CCDC78"
,"Unclustered","1.6666666666666667","FLYWCH2","false","FLYWCH2"
,"Unclustered","0.0","C20orf204","false","C20orf204"
,"Unclustered","2.0","HPS6","false","HPS6"
,"Unclustered","12.0","BLVRB","false","BLVRB"
,"Unclustered","4.0","PPOX","false","PPOX"
,"Unclustered","3.0","PRDX2","false","PRDX2"
,"Unclustered","0.3333333333333333","DIAPH2","false","DIAPH2"
,"Unclustered","2.0","HMOX2","false","HMOX2"
,"Unclustered","0.0","BOD1","false","BOD1"
,"Unclustered","2.0","BORCS6","false","BORCS6"
,"Unclustered","1.2","CPTP","false","CPTP"
,"Unclustered","2.0","ZNF524","false","ZNF524"
,"Unclustered","2.0","KXD1","false","KXD1"
"Cluster 6","Clustered","9.487179487179487","MLLT1","false","MLLT1"
,"Unclustered","2.0","ZNF215","false","ZNF215"
,"Unclustered","3.7333333333333334","BRF1","false","BRF1"
,"Unclustered","0.5","FLYWCH1","false","FLYWCH1"
,"Unclustered","3.0","IGHMBP2","false","IGHMBP2"
,"Unclustered","6.611111111111111","POLR3K","false","POLR3K"
"Cluster 6","Clustered","8.952380952380953","TCEA2","false","TCEA2"
"Cluster 18","Clustered","4.0","RABEP2","false","RABEP2"
,"Unclustered","9.0","TCEA3","false","TCEA3"
"Cluster 4","Clustered","8.0","CACTIN","false","CACTIN"
,"Unclustered","2.0","BRICD5","false","BRICD5"
,"Unclustered","2.0","ZNF764","false","ZNF764"
,"Unclustered","2.7","SPSB3","false","SPSB3"
"Cluster 20","Clustered","3.0","ZNF598","false","ZNF598"
,"Unclustered","2.0","TEDC2","false","TEDC2"
,"Unclustered","1.0666666666666667","CCDC61","false","CCDC61"
,"Unclustered","2.0","BTBD2","false","BTBD2"
,"Unclustered","0.5","LZTS2","false","LZTS2"
"Cluster 8","Seed","6.0","TOPORS","false","TOPORS"
,"Unclustered","1.0476190476190477","COPS9","false","COPS9"
"Cluster 19","Clustered","5.0","BTBD6","false","BTBD6"
"Cluster 19","Clustered","5.0","KLHL25","false","KLHL25"
,"Unclustered","1.6666666666666667","NUDT14","false","NUDT14"
"Cluster 19","Clustered","5.0","GAN","false","GAN"
,"Unclustered","2.0","CRB3","false","CRB3"
,"Unclustered","0.5","C11orf49","false","C11orf49"
,"Unclustered","3.466666666666667","ZNF408","false","ZNF408"
,"Unclustered","0.6666666666666666","TPGS1","false","TPGS1"
,"Unclustered","0.9523809523809523","C12orf43","false","C12orf43"
,"Unclustered","0.6666666666666666","EID2B","false","EID2B"
,"Unclustered","1.6666666666666667","FRMD8","false","FRMD8"
,"Unclustered","3.0","GPN2","false","GPN2"
,"Unclustered","7.418181818181818","SNRNP35","false","SNRNP35"
,"Unclustered","0.0","C14orf119","false","C14orf119"
,"Unclustered","0.8571428571428571","ZNF787","false","ZNF787"
,"Unclustered","0.6666666666666666","C16orf74","false","C16orf74"
,"Unclustered","0.0","C16orf86","false","C16orf86"
,"Unclustered","0.0","TSNAXIP1","false","TSNAXIP1"
,"Unclustered","1.2","C19orf25","false","C19orf25"
"Cluster 11","Clustered","4.0","REXO1","false","REXO1"
,"Unclustered","2.0","TEDC1","false","TEDC1"
,"Unclustered","1.6666666666666667","CBARP","false","CBARP"
,"Unclustered","2.0","C19orf53","false","C19orf53"
,"Unclustered","0.0","C19orf57","false","C19orf57"
,"Unclustered","3.0","DCAF15","false","DCAF15"
"Cluster 2","Clustered","10.0","C19orf54","false","C19orf54"
"Cluster 2","Clustered","10.956521739130435","SF3A2","false","SF3A2"
"Cluster 4","Clustered","8.046370967741934","SNRPA","false","SNRPA"
"Cluster 6","Clustered","9.005847953216374","LSM7","false","LSM7"
"Cluster 18","Clustered","4.0","ITPKC","false","ITPKC"
,"Unclustered","9.716666666666667","ZMAT2","false","ZMAT2"
,"Unclustered","2.0","TTC9B","false","TTC9B"
"Cluster 2","Clustered","10.742105263157894","SF3B2","false","SF3B2"
,"Unclustered","2.0","ZNF414","false","ZNF414"
"Cluster 22","Clustered","1.9285714285714288","VPS16","false","VPS16"
"Cluster 2","Clustered","10.9","LSM4","false","LSM4"
,"Unclustered","0.5","C1orf35","false","C1orf35"
,"Unclustered","0.5","ENKD1","false","ENKD1"
"Cluster 29","Clustered","2.0","C6orf47","false","C6orf47"
,"Unclustered","1.2","STK19","false","STK19"
"Cluster 29","Clustered","2.0","GPANK1","false","GPANK1"
"Cluster 29","Seed","2.0","LY6G5C","false","LY6G5C"
,"Unclustered","0.6666666666666666","C7orf50","false","C7orf50"
"Cluster 2","Clustered","12.0","NOC2L","false","NOC2L"
,"Unclustered","4.0","EME2","false","EME2"
,"Unclustered","0.5","CA14","false","CA14"
"Cluster 20","Clustered","3.0","SLC22A18","false","SLC22A18"
,"Unclustered","1.0666666666666667","MAP3K10","false","MAP3K10"
,"Unclustered","9.0","YJU2","false","YJU2"
"Cluster 4","Clustered","8.0","FAM32A","false","FAM32A"
"Cluster 16","Clustered","9.615384615384615","CTDP1","false","CTDP1"
"Cluster 4","Clustered","8.0","PRKRIP1","false","PRKRIP1"
,"Unclustered","2.0","CADM1","false","CADM1"
,"Unclustered","0.0","CADM4","false","CADM4"
,"Unclustered","0.6666666666666666","PRX","false","PRX"
"Cluster 20","Clustered","3.0","PPP1R3F","false","PPP1R3F"
"Cluster 20","Clustered","3.0","FKBP3","false","FKBP3"
,"Unclustered","0.4","SNTA1","false","SNTA1"
"Cluster 10","Clustered","3.7333333333333334","RABAC1","false","RABAC1"
,"Unclustered","5.0","KALRN","false","KALRN"
,"Unclustered","1.6666666666666667","TRPM4","false","TRPM4"
"Cluster 18","Clustered","4.0","ITPKA","false","ITPKA"
,"Unclustered","1.0666666666666667","MCOLN1","false","MCOLN1"
,"Unclustered","0.6666666666666666","DYRK2","false","DYRK2"
,"Unclustered","2.0","ORAI3","false","ORAI3"
,"Unclustered","1.6666666666666667","PACS2","false","PACS2"
,"Unclustered","3.238095238095238","CIRBP","false","CIRBP"
,"Unclustered","0.0","CHN1","false","CHN1"
,"Unclustered","7.0","CNP","false","CNP"
,"Unclustered","0.7222222222222222","CALU","false","CALU"
,"Unclustered","1.2","P2RX4","false","P2RX4"
,"Unclustered","1.4","PNPLA7","false","PNPLA7"
"Cluster 18","Clustered","4.0","PLCD1","false","PLCD1"
,"Unclustered","1.6666666666666667","HOMER1","false","HOMER1"
,"Unclustered","2.0","NFATC4","false","NFATC4"
"Cluster 5","Clustered","7.0","PLCB3","false","PLCB3"
,"Unclustered","2.0","THOP1","false","THOP1"
"Cluster 20","Clustered","3.0","PHKG2","false","PHKG2"
"Cluster 26","Clustered","4.0","SSR3","false","SSR3"
,"Unclustered","1.6666666666666667","PRKCSH","false","PRKCSH"
,"Unclustered","2.0","SCN1B","false","SCN1B"
"Cluster 5","Clustered","7.0","ROM1","false","ROM1"
"Cluster 16","Clustered","9.732193732193732","SF1","false","SF1"
,"Unclustered","0.5","CAPN15","false","CAPN15"
"Cluster 2","Clustered","12.0","PPAN","false","PPAN"
,"Unclustered","1.2","RNF126","false","RNF126"
"Cluster 18","Clustered","3.7333333333333334","KRT8","false","KRT8"
,"Unclustered","3.0","CNOT3","false","CNOT3"
"Cluster 9","Clustered","6.0","TPRN","false","TPRN"
,"Unclustered","3.230769230769231","FSCN2","false","FSCN2"
,"Unclustered","3.0","MAPKAPK3","false","MAPKAPK3"
"Cluster 9","Clustered","6.0","ESPN","false","ESPN"
"Cluster 9","Clustered","6.0","EPS8L2","false","EPS8L2"
,"Unclustered","0.5","CARD14","false","CARD14"
,"Unclustered","0.4","CRACR2B","false","CRACR2B"
,"Unclustered","2.7","LIN7B","false","LIN7B"
,"Unclustered","2.7","PPFIA3","false","PPFIA3"
"Cluster 20","Clustered","3.0","MYL5","false","MYL5"
,"Unclustered","4.0","GSDMD","false","GSDMD"
,"Unclustered","1.4","SBNO2","false","SBNO2"
,"Unclustered","0.6666666666666666","CBLN3","false","CBLN3"
,"Unclustered","4.0","PCP2","false","PCP2"
,"Unclustered","3.7333333333333334","PHF1","false","PHF1"
"Cluster 5","Clustered","6.805555555555555","H2AJ","false","H2AJ"
,"Unclustered","3.0","CC2D1A","false","CC2D1A"
"Cluster 19","Clustered","5.0","CHMP4B","false","CHMP4B"
,"Unclustered","3.4285714285714284","VPS25","false","VPS25"
,"Unclustered","0.4","DEAF1","false","DEAF1"
,"Unclustered","2.0","IP6K2","false","IP6K2"
,"Unclustered","3.0","FBXL19","false","FBXL19"
,"Unclustered","0.5","CCDC154","false","CCDC154"
,"Unclustered","0.0","CCDC107","false","CCDC107"
"Cluster 6","Clustered","9.0","CDIPT","false","CDIPT"
,"Unclustered","1.2","DDRGK1","false","DDRGK1"
,"Unclustered","2.0","SERTAD1","false","SERTAD1"
"Cluster 6","Clustered","8.804232804232804","HNRNPM","false","HNRNPM"
"Cluster 4","Clustered","8.0","WDR25","false","WDR25"
,"Unclustered","2.0","CCDC120","false","CCDC120"
,"Unclustered","1.6666666666666667","CEP170","false","CEP170"
,"Unclustered","7.2727272727272725","RPL36AL","false","RPL36AL"
,"Unclustered","6.611111111111111","IFRD2","false","IFRD2"
"Cluster 8","Clustered","5.0","TUBGCP2","false","TUBGCP2"
,"Unclustered","2.0","CCDC159","false","CCDC159"
,"Unclustered","1.0666666666666667","SWSAP1","false","SWSAP1"
,"Unclustered","0.5","TMEM205","false","TMEM205"
,"Unclustered","1.0666666666666667","PLPPR2","false","PLPPR2"
"Cluster 23","Clustered","1.6666666666666667","CCDC183","false","CCDC183"
,"Unclustered","0.4","PPP1R37","false","PPP1R37"
"Cluster 23","Seed","2.0","TMEM141","false","TMEM141"
,"Unclustered","0.3333333333333333","GRIPAP1","false","GRIPAP1"
"Cluster 23","Clustered","1.6666666666666667","LCN12","false","LCN12"
,"Unclustered","0.5","CCDC189","false","CCDC189"
,"Unclustered","0.5","PRSS36","false","PRSS36"
,"Unclustered","0.5","TMED6","false","TMED6"
,"Unclustered","4.523809523809524","RTRAF","false","RTRAF"
"Cluster 12","Clustered","4.0","TUT1","false","TUT1"
"Cluster 4","Clustered","8.0","INTS5","false","INTS5"
,"Unclustered","5.0","DDA1","false","DDA1"
,"Unclustered","0.7857142857142857","STK11IP","false","STK11IP"
,"Unclustered","3.0","SPSB2","false","SPSB2"
,"Unclustered","1.0476190476190477","ZNF653","false","ZNF653"
"Cluster 27","Clustered","1.7142857142857142","MPND","false","MPND"
,"Unclustered","1.0666666666666667","CCDC71","false","CCDC71"
"Cluster 20","Clustered","2.857142857142857","ERF","false","ERF"
,"Unclustered","1.4","IRF2BP1","false","IRF2BP1"
,"Unclustered","0.3333333333333333","REX1BD","false","REX1BD"
,"Unclustered","0.3333333333333333","ZNF575","false","ZNF575"
,"Unclustered","2.0","CCDC9","false","CCDC9"
"Cluster 4","Clustered","7.5636363636363635","UPF1","false","UPF1"
,"Unclustered","0.3333333333333333","PRR14","false","PRR14"
,"Unclustered","0.0","ZNF428","false","ZNF428"
,"Unclustered","0.6666666666666666","ZNF581","false","ZNF581"
"Cluster 4","Clustered","7.961538461538462","CHERP","false","CHERP"
,"Unclustered","3.6363636363636367","ZRSR2","false","ZRSR2"
,"Unclustered","0.4","CCHCR1","false","CCHCR1"
,"Unclustered","0.5","CCNYL1","false","CCNYL1"
,"Unclustered","0.6666666666666666","PITHD1","false","PITHD1"
"Cluster 8","Clustered","5.0","TUBG2","false","TUBG2"
,"Unclustered","0.0","PLEKHM3","false","PLEKHM3"
,"Unclustered","4.0","TSTD1","false","TSTD1"
,"Unclustered","0.3333333333333333","GSTZ1","false","GSTZ1"
"Cluster 4","Clustered","8.75","RBM42","false","RBM42"
"Cluster 2","Clustered","11.0","MED29","false","MED29"
,"Unclustered","2.7","RANBP3","false","RANBP3"
"Cluster 20","Clustered","2.857142857142857","CDC34","false","CDC34"
,"Unclustered","0.6666666666666666","STAP2","false","STAP2"
"Cluster 27","Clustered","1.8214285714285712","USP5","false","USP5"
,"Unclustered","2.7","PLAA","false","PLAA"
,"Unclustered","0.0","MARCHF9","false","MARCHF9"
